step,resource,observation_0,action_0,personal_reward_0,empathic_reward_0,combined_reward_0,observation_1,action_1,personal_reward_1,empathic_reward_1,combined_reward_1,observation_2,action_2,personal_reward_2,empathic_reward_2,combined_reward_2,observation_3,action_3,personal_reward_3,empathic_reward_3,combined_reward_3,observation_4,action_4,personal_reward_4,empathic_reward_4,combined_reward_4
776,1649.0,[-0.65],0,0.0,-0.65,-0.65,[-0.85],1,0.58,-0.85,-0.85,[-0.65],0,0.0,-0.65,-0.65,[-0.7],1,0.0,-0.65,-0.65,[-0.75],1,0.51,-0.8,-0.8
777,1648.0,[-0.65],0,0.0,-0.65,-0.65,[-0.85],1,0.58,-0.85,-0.85,[-0.65],0,0.0,-0.65,-0.65,[-0.65],1,0.0,-0.65,-0.65,[-0.8],1,0.21,-0.8,-0.8
778,1648.0,[-0.65],0,0.0,-0.7000000000000001,-0.7000000000000001,[-0.85],1,0.27999999999999997,-0.9,-0.9,[-0.65],1,0.0,-0.7000000000000001,-0.7000000000000001,[-0.65],1,0.0,-0.7000000000000001,-0.7000000000000001,[-0.8],1,0.13999999999999999,-0.8,-0.8
779,1646.0,[-0.7],0,0.0,-0.6,-0.6,[-0.9],1,0.6499999999999999,-0.85,-0.85,[-0.7],1,0.37,-0.65,-0.65,[-0.7],1,0.0,-0.6,-0.6,[-0.8],1,0.13999999999999999,-0.7,-0.7
780,1644.0,[-0.6],0,0.0,-0.5,-0.5,[-0.85],1,0.72,-0.8,-0.8,[-0.65],1,0.06999999999999999,-0.55,-0.55,[-0.6],1,0.37,-0.55,-0.55,[-0.7],1,0.13999999999999999,-0.6000000000000001,-0.6000000000000001
781,1644.0,[-0.5],0,0.0,-0.5,-0.5,[-0.8],1,0.42,-0.8,-0.8,[-0.55],1,0.06999999999999999,-0.55,-0.55,[-0.55],1,0.06999999999999999,-0.55,-0.55,[-0.6],1,0.13999999999999999,-0.6000000000000001,-0.6000000000000001
782,1642.0,[-0.5],0,0.0,-0.44999999999999996,-0.44999999999999996,[-0.8],1,0.35,-0.7000000000000001,-0.7000000000000001,[-0.55],1,0.43999999999999995,-0.55,-0.55,[-0.55],1,0.06999999999999999,-0.5,-0.5,[-0.6],1,0.51,-0.6000000000000001,-0.6000000000000001
783,1642.0,[-0.45],0,0.0,-0.5,-0.5,[-0.7],1,0.35,-0.7500000000000001,-0.7500000000000001,[-0.55],1,0.13999999999999999,-0.6,-0.6,[-0.5],1,0.06999999999999999,-0.55,-0.55,[-0.6],1,0.13999999999999999,-0.6000000000000001,-0.6000000000000001
784,1640.0,[-0.5],1,0.37,-0.5,-0.5,[-0.75],1,0.27999999999999997,-0.65,-0.65,[-0.6],1,0.51,-0.6,-0.6,[-0.55],1,0.06999999999999999,-0.5,-0.5,[-0.6],1,0.13999999999999999,-0.55,-0.55
785,1638.0,[-0.5],1,0.06999999999999999,-0.4,-0.4,[-0.65],1,0.6499999999999999,-0.6000000000000001,-0.6000000000000001,[-0.6],1,0.21,-0.5,-0.5,[-0.5],1,0.43999999999999995,-0.45000000000000007,-0.45000000000000007,[-0.55],1,0.13999999999999999,-0.45000000000000007,-0.45000000000000007
786,1636.0,[-0.4],1,0.43999999999999995,-0.45,-0.45,[-0.6],0,0.27999999999999997,-0.55,-0.55,[-0.5],1,0.21,-0.5,-0.5,[-0.45],1,0.51,-0.5,-0.5,[-0.45],1,0.06999999999999999,-0.4,-0.4
787,1633.0,[-0.45],1,0.51,-0.4,-0.4,[-0.55],0,0.21,-0.4,-0.4,[-0.5],1,0.21,-0.4,-0.4,[-0.5],1,0.58,-0.45000000000000007,-0.45000000000000007,[-0.4],1,0.43999999999999995,-0.35000000000000003,-0.35000000000000003
788,1631.0,[-0.4],1,0.21,-0.3,-0.3,[-0.4],1,0.58,-0.35,-0.35,[-0.4],1,0.21,-0.3,-0.3,[-0.45],1,0.6499999999999999,-0.4,-0.4,[-0.35],1,0.13999999999999999,-0.25,-0.25
789,1629.0,[-0.3],1,0.21,-0.30000000000000004,-0.30000000000000004,[-0.35],0,0.21,-0.30000000000000004,-0.30000000000000004,[-0.3],1,0.51,-0.30000000000000004,-0.30000000000000004,[-0.4],1,0.35,-0.4,-0.4,[-0.25],1,0.51,-0.30000000000000004,-0.30000000000000004
790,1626.0,[-0.3],0,0.21,-0.24999999999999997,-0.24999999999999997,[-0.3],0,0.13999999999999999,-0.19999999999999998,-0.19999999999999998,[-0.3],1,0.58,-0.3,-0.3,[-0.4],1,0.6499999999999999,-0.35,-0.35,[-0.3],1,0.58,-0.3,-0.3
791,1624.0,[-0.25],1,0.21,-0.15,-0.15,[-0.2],0,0.13999999999999999,-0.1,-0.1,[-0.3],1,0.6499999999999999,-0.25,-0.25,[-0.35],1,0.35,-0.25,-0.25,[-0.3],1,0.6499999999999999,-0.25,-0.25
792,1624.0,[-0.15],0,0.21,-0.24999999999999997,-0.24999999999999997,[-0.1],0,0.13999999999999999,-0.19999999999999998,-0.19999999999999998,[-0.25],0,0.27999999999999997,-0.3,-0.3,[-0.25],0,0.35,-0.35,-0.35,[-0.25],0,0.27999999999999997,-0.3,-0.3
793,1623.0,[-0.25],1,0.58,-0.24999999999999997,-0.24999999999999997,[-0.2],0,0.13999999999999999,-0.14999999999999997,-0.14999999999999997,[-0.3],0,0.27999999999999997,-0.24999999999999997,-0.24999999999999997,[-0.35],0,0.35,-0.29999999999999993,-0.29999999999999993,[-0.3],0,0.27999999999999997,-0.24999999999999997,-0.24999999999999997
794,1622.0,[-0.25],1,0.58,-0.3,-0.3,[-0.15],0,0.13999999999999999,-0.19999999999999998,-0.19999999999999998,[-0.25],0,0.21,-0.24999999999999997,-0.24999999999999997,[-0.3],0,0.35,-0.35,-0.35,[-0.25],0,0.27999999999999997,-0.3,-0.3
795,1622.0,[-0.3],1,0.27999999999999997,-0.4,-0.4,[-0.2],0,0.06999999999999999,-0.24999999999999997,-0.24999999999999997,[-0.25],0,0.21,-0.35,-0.35,[-0.35],0,0.27999999999999997,-0.39999999999999997,-0.39999999999999997,[-0.3],0,0.27999999999999997,-0.39999999999999997,-0.39999999999999997
796,1621.0,[-0.4],1,0.58,-0.45,-0.45,[-0.25],0,0.06999999999999999,-0.3,-0.3,[-0.35],0,0.21,-0.39999999999999997,-0.39999999999999997,[-0.4],0,0.21,-0.39999999999999997,-0.39999999999999997,[-0.4],0,0.27999999999999997,-0.44999999999999996,-0.44999999999999996
797,1620.0,[-0.45],1,0.58,-0.55,-0.55,[-0.3],0,0.06999999999999999,-0.4,-0.4,[-0.4],0,0.21,-0.5,-0.5,[-0.4],0,0.13999999999999999,-0.44999999999999996,-0.44999999999999996,[-0.45],0,0.21,-0.5,-0.5
798,1619.0,[-0.55],1,0.6499999999999999,-0.65,-0.65,[-0.4],0,0.0,-0.4,-0.4,[-0.5],0,0.21,-0.55,-0.55,[-0.45],0,0.06999999999999999,-0.44999999999999996,-0.44999999999999996,[-0.5],0,0.21,-0.55,-0.55
799,1618.0,[-0.65],1,0.72,-0.7500000000000001,-0.7500000000000001,[-0.4],1,0.0,-0.45000000000000007,-0.45000000000000007,[-0.55],0,0.13999999999999999,-0.55,-0.55,[-0.45],0,0.06999999999999999,-0.5,-0.5,[-0.55],0,0.13999999999999999,-0.55,-0.55
800,1616.0,[-0.75],1,0.7899999999999999,-0.8500000000000001,-0.8500000000000001,[-0.45],1,0.37,-0.55,-0.55,[-0.55],0,0.06999999999999999,-0.55,-0.55,[-0.5],0,0.0,-0.5,-0.5,[-0.55],0,0.06999999999999999,-0.55,-0.55
801,1615.0,[-0.85],1,0.48999999999999994,-0.9,-0.9,[-0.55],1,0.43999999999999995,-0.65,-0.65,[-0.55],0,0.0,-0.55,-0.55,[-0.5],0,0.0,-0.55,-0.55,[-0.55],0,0.0,-0.55,-0.55
802,1615.0,[-0.9],1,0.48999999999999994,-0.9,-0.9,[-0.65],1,0.13999999999999999,-0.65,-0.65,[-0.55],0,0.0,-0.55,-0.55,[-0.55],0,0.0,-0.55,-0.55,[-0.55],0,0.0,-0.55,-0.55
803,1613.0,[-0.9],1,0.42,-0.8,-0.8,[-0.65],1,0.51,-0.65,-0.65,[-0.55],0,0.0,-0.5,-0.5,[-0.55],0,0.0,-0.5,-0.5,[-0.55],1,0.37,-0.55,-0.55
804,1611.0,[-0.8],1,0.72,-0.75,-0.75,[-0.65],1,0.21,-0.6,-0.6,[-0.5],0,0.0,-0.45000000000000007,-0.45000000000000007,[-0.5],0,0.0,-0.45000000000000007,-0.45000000000000007,[-0.55],1,0.43999999999999995,-0.55,-0.55
805,1609.0,[-0.75],1,0.42,-0.65,-0.65,[-0.6],1,0.58,-0.55,-0.55,[-0.45],0,0.0,-0.35,-0.35,[-0.45],0,0.0,-0.35,-0.35,[-0.55],1,0.51,-0.5,-0.5
806,1608.0,[-0.65],1,0.72,-0.65,-0.65,[-0.55],1,0.27999999999999997,-0.55,-0.55,[-0.35],0,0.0,-0.35,-0.35,[-0.35],0,0.0,-0.35,-0.35,[-0.5],1,0.21,-0.5,-0.5
807,1605.0,[-0.65],1,0.72,-0.55,-0.55,[-0.55],1,0.6499999999999999,-0.5,-0.5,[-0.35],0,0.0,-0.25,-0.25,[-0.35],0,0.0,-0.25,-0.25,[-0.5],1,0.58,-0.45,-0.45
808,1603.0,[-0.55],1,0.72,-0.5,-0.5,[-0.5],1,0.35,-0.45,-0.45,[-0.25],0,0.0,-0.2,-0.2,[-0.25],0,0.0,-0.2,-0.2,[-0.45],1,0.6499999999999999,-0.45,-0.45
809,1602.0,[-0.5],1,0.35,-0.45,-0.45,[-0.45],1,0.35,-0.45,-0.45,[-0.2],0,0.0,-0.2,-0.2,[-0.2],0,0.0,-0.2,-0.2,[-0.45],1,0.72,-0.5,-0.5
810,1599.0,[-0.45],1,0.6499999999999999,-0.4,-0.4,[-0.45],1,0.27999999999999997,-0.35000000000000003,-0.35000000000000003,[-0.2],0,0.0,-0.15000000000000002,-0.15000000000000002,[-0.2],1,0.37,-0.2,-0.2,[-0.5],1,0.7899999999999999,-0.5,-0.5
811,1599.0,[-0.4],1,0.35,-0.45000000000000007,-0.45000000000000007,[-0.35],1,0.21,-0.35000000000000003,-0.35000000000000003,[-0.15],0,0.0,-0.20000000000000007,-0.20000000000000007,[-0.2],1,0.06999999999999999,-0.25,-0.25,[-0.5],1,0.48999999999999994,-0.55,-0.55
812,1598.0,[-0.45],1,0.35,-0.4,-0.4,[-0.35],1,0.21,-0.30000000000000004,-0.30000000000000004,[-0.2],0,0.0,-0.15000000000000002,-0.15000000000000002,[-0.25],1,0.43999999999999995,-0.25,-0.25,[-0.55],1,0.48999999999999994,-0.5,-0.5
813,1594.0,[-0.4],1,0.72,-0.35,-0.35,[-0.3],1,0.51,-0.20000000000000007,-0.20000000000000007,[-0.15],0,0.0,-0.050000000000000044,-0.050000000000000044,[-0.25],1,0.51,-0.20000000000000007,-0.20000000000000007,[-0.5],1,0.7899999999999999,-0.4,-0.4
814,1592.0,[-0.35],1,0.72,-0.35000000000000003,-0.35000000000000003,[-0.2],1,0.58,-0.25000000000000006,-0.25000000000000006,[-0.05],0,0.0,-0.05000000000000002,-0.05000000000000002,[-0.2],1,0.21,-0.2,-0.2,[-0.4],1,0.42,-0.35,-0.35
815,1591.0,[-0.35],1,0.7899999999999999,-0.44999999999999996,-0.44999999999999996,[-0.25],1,0.21,-0.25,-0.25,[-0.05],0,0.0,-0.10000000000000003,-0.10000000000000003,[-0.2],1,0.21,-0.25,-0.25,[-0.35],1,0.35,-0.35,-0.35
816,1589.0,[-0.45],1,0.42,-0.35,-0.35,[-0.25],1,0.21,-0.2,-0.2,[-0.1],0,0.0,-0.05000000000000002,-0.05000000000000002,[-0.25],1,0.58,-0.25000000000000006,-0.25000000000000006,[-0.35],1,0.72,-0.35000000000000003,-0.35000000000000003
817,1588.0,[-0.35],1,0.35,-0.39999999999999997,-0.39999999999999997,[-0.2],1,0.51,-0.3,-0.3,[-0.05],0,0.0,-0.15,-0.15,[-0.25],1,0.27999999999999997,-0.35,-0.35,[-0.35],1,0.35,-0.39999999999999997,-0.39999999999999997
818,1588.0,[-0.4],1,0.27999999999999997,-0.44999999999999996,-0.44999999999999996,[-0.3],1,0.21,-0.39999999999999997,-0.39999999999999997,[-0.15],0,0.0,-0.24999999999999997,-0.24999999999999997,[-0.35],1,0.27999999999999997,-0.45,-0.45,[-0.4],1,0.27999999999999997,-0.45,-0.45
819,1587.0,[-0.45],1,0.27999999999999997,-0.44999999999999996,-0.44999999999999996,[-0.4],0,0.21,-0.4,-0.4,[-0.25],0,0.0,-0.25,-0.25,[-0.45],1,0.6499999999999999,-0.5,-0.5,[-0.45],0,0.21,-0.4,-0.4
820,1586.0,[-0.45],1,0.21,-0.5,-0.5,[-0.4],0,0.21,-0.5,-0.5,[-0.25],0,0.0,-0.35,-0.35,[-0.5],1,0.6499999999999999,-0.6,-0.6,[-0.4],0,0.13999999999999999,-0.45,-0.45
821,1586.0,[-0.5],1,0.21,-0.5,-0.5,[-0.5],0,0.21,-0.5,-0.5,[-0.35],0,0.0,-0.35,-0.35,[-0.6],1,0.35,-0.6,-0.6,[-0.45],0,0.13999999999999999,-0.45,-0.45
822,1585.0,[-0.5],1,0.21,-0.5,-0.5,[-0.5],0,0.21,-0.5,-0.5,[-0.35],0,0.0,-0.35,-0.35,[-0.6],1,0.6499999999999999,-0.6,-0.6,[-0.45],0,0.13999999999999999,-0.45,-0.45
823,1585.0,[-0.5],1,0.13999999999999999,-0.65,-0.65,[-0.5],0,0.13999999999999999,-0.65,-0.65,[-0.35],0,0.0,-0.55,-0.55,[-0.6],0,0.27999999999999997,-0.75,-0.75,[-0.45],0,0.06999999999999999,-0.6000000000000001,-0.6000000000000001
824,1584.0,[-0.65],1,0.43999999999999995,-0.7,-0.7,[-0.65],0,0.06999999999999999,-0.65,-0.65,[-0.55],0,0.0,-0.6,-0.6,[-0.75],0,0.27999999999999997,-0.8,-0.8,[-0.6],0,0.06999999999999999,-0.6499999999999999,-0.6499999999999999
825,1583.0,[-0.7],1,0.43999999999999995,-0.7,-0.7,[-0.65],0,0.06999999999999999,-0.65,-0.65,[-0.6],0,0.0,-0.6,-0.6,[-0.8],0,0.27999999999999997,-0.8,-0.8,[-0.65],0,0.06999999999999999,-0.6499999999999999,-0.6499999999999999
826,1582.0,[-0.7],0,0.13999999999999999,-0.75,-0.75,[-0.65],0,0.06999999999999999,-0.7,-0.7,[-0.6],0,0.0,-0.6499999999999999,-0.6499999999999999,[-0.8],1,0.58,-0.85,-0.85,[-0.65],0,0.0,-0.6499999999999999,-0.6499999999999999
827,1581.0,[-0.75],0,0.13999999999999999,-0.75,-0.75,[-0.7],0,0.0,-0.65,-0.65,[-0.65],0,0.0,-0.65,-0.65,[-0.85],1,0.6499999999999999,-0.9,-0.9,[-0.65],0,0.0,-0.65,-0.65
828,1580.0,[-0.75],0,0.13999999999999999,-0.7,-0.7,[-0.65],1,0.37,-0.65,-0.65,[-0.65],0,0.0,-0.6,-0.6,[-0.9],1,0.35,-0.85,-0.85,[-0.65],0,0.0,-0.6,-0.6
829,1579.0,[-0.7],0,0.13999999999999999,-0.7,-0.7,[-0.65],1,0.06999999999999999,-0.65,-0.65,[-0.6],0,0.0,-0.6,-0.6,[-0.85],1,0.6499999999999999,-0.85,-0.85,[-0.6],0,0.0,-0.6,-0.6
830,1579.0,[-0.7],0,0.13999999999999999,-0.75,-0.75,[-0.65],1,0.06999999999999999,-0.7,-0.7,[-0.6],0,0.0,-0.6499999999999999,-0.6499999999999999,[-0.85],1,0.27999999999999997,-0.85,-0.85,[-0.6],0,0.0,-0.6499999999999999,-0.6499999999999999
831,1578.0,[-0.75],0,0.13999999999999999,-0.7,-0.7,[-0.7],1,0.06999999999999999,-0.65,-0.65,[-0.65],0,0.0,-0.6,-0.6,[-0.85],1,0.6499999999999999,-0.85,-0.85,[-0.65],0,0.0,-0.6,-0.6
832,1577.0,[-0.7],0,0.13999999999999999,-0.7,-0.7,[-0.65],1,0.06999999999999999,-0.65,-0.65,[-0.6],1,0.0,-0.6,-0.6,[-0.85],1,0.6499999999999999,-0.85,-0.85,[-0.6],0,0.0,-0.6,-0.6
833,1576.0,[-0.7],0,0.13999999999999999,-0.65,-0.65,[-0.65],1,0.06999999999999999,-0.6000000000000001,-0.6000000000000001,[-0.6],1,0.0,-0.55,-0.55,[-0.85],1,0.72,-0.85,-0.85,[-0.6],0,0.0,-0.55,-0.55
834,1574.0,[-0.65],0,0.06999999999999999,-0.55,-0.55,[-0.6],1,0.43999999999999995,-0.6000000000000001,-0.6000000000000001,[-0.55],1,0.0,-0.5,-0.5,[-0.85],1,0.7899999999999999,-0.85,-0.85,[-0.55],0,0.0,-0.5,-0.5
835,1573.0,[-0.55],0,0.0,-0.5,-0.5,[-0.6],1,0.51,-0.65,-0.65,[-0.5],1,0.0,-0.5,-0.5,[-0.85],0,0.48999999999999994,-0.85,-0.85,[-0.5],0,0.0,-0.5,-0.5
836,1571.0,[-0.5],0,0.0,-0.45,-0.45,[-0.65],1,0.58,-0.65,-0.65,[-0.5],1,0.37,-0.5,-0.5,[-0.85],0,0.42,-0.75,-0.75,[-0.5],0,0.0,-0.45,-0.45
837,1570.0,[-0.45],0,0.0,-0.44999999999999996,-0.44999999999999996,[-0.65],1,0.27999999999999997,-0.65,-0.65,[-0.5],1,0.43999999999999995,-0.55,-0.55,[-0.75],0,0.35,-0.7,-0.7,[-0.45],0,0.0,-0.44999999999999996,-0.44999999999999996
838,1569.0,[-0.45],0,0.0,-0.45,-0.45,[-0.65],1,0.21,-0.6,-0.6,[-0.55],1,0.51,-0.6,-0.6,[-0.7],0,0.35,-0.7,-0.7,[-0.45],0,0.0,-0.44999999999999996,-0.44999999999999996
839,1568.0,[-0.45],1,0.0,-0.44999999999999996,-0.44999999999999996,[-0.6],1,0.58,-0.6499999999999999,-0.6499999999999999,[-0.6],0,0.21,-0.6,-0.6,[-0.7],0,0.27999999999999997,-0.65,-0.65,[-0.45],0,0.0,-0.45,-0.45
840,1567.0,[-0.45],1,0.0,-0.4,-0.4,[-0.65],1,0.6499999999999999,-0.6499999999999999,-0.6499999999999999,[-0.6],0,0.21,-0.55,-0.55,[-0.65],0,0.27999999999999997,-0.6,-0.6,[-0.45],0,0.0,-0.39999999999999997,-0.39999999999999997
841,1566.0,[-0.4],1,0.37,-0.45,-0.45,[-0.65],1,0.35,-0.65,-0.65,[-0.55],0,0.21,-0.55,-0.55,[-0.6],0,0.21,-0.55,-0.55,[-0.4],0,0.0,-0.4,-0.4
842,1566.0,[-0.45],1,0.06999999999999999,-0.5,-0.5,[-0.65],1,0.35,-0.7000000000000001,-0.7000000000000001,[-0.55],0,0.21,-0.6,-0.6,[-0.55],0,0.13999999999999999,-0.55,-0.55,[-0.4],0,0.0,-0.45000000000000007,-0.45000000000000007
843,1565.0,[-0.5],1,0.06999999999999999,-0.5,-0.5,[-0.7],1,0.72,-0.75,-0.75,[-0.6],0,0.21,-0.6000000000000001,-0.6000000000000001,[-0.55],0,0.06999999999999999,-0.5,-0.5,[-0.45],0,0.0,-0.45,-0.45
844,1563.0,[-0.5],1,0.43999999999999995,-0.55,-0.55,[-0.75],1,0.72,-0.75,-0.75,[-0.6],0,0.21,-0.6,-0.6,[-0.5],0,0.0,-0.45,-0.45,[-0.45],0,0.0,-0.45,-0.45
845,1561.0,[-0.55],1,0.51,-0.55,-0.55,[-0.75],1,0.72,-0.7,-0.7,[-0.6],0,0.21,-0.55,-0.55,[-0.45],0,0.0,-0.4,-0.4,[-0.45],0,0.0,-0.4,-0.4
846,1559.0,[-0.55],1,0.58,-0.6,-0.6,[-0.7],1,0.72,-0.7,-0.7,[-0.55],0,0.13999999999999999,-0.5,-0.5,[-0.4],0,0.0,-0.4,-0.4,[-0.4],0,0.0,-0.4,-0.4
847,1558.0,[-0.6],1,0.6499999999999999,-0.65,-0.65,[-0.7],1,0.42,-0.7,-0.7,[-0.5],0,0.06999999999999999,-0.45,-0.45,[-0.4],0,0.0,-0.4,-0.4,[-0.4],1,0.0,-0.4,-0.4
848,1556.0,[-0.65],1,0.35,-0.6000000000000001,-0.6000000000000001,[-0.7],1,0.42,-0.65,-0.65,[-0.45],0,0.0,-0.35000000000000003,-0.35000000000000003,[-0.4],1,0.37,-0.4,-0.4,[-0.4],1,0.37,-0.4,-0.4
849,1554.0,[-0.6],1,0.35,-0.55,-0.55,[-0.65],1,0.35,-0.55,-0.55,[-0.35],1,0.37,-0.35,-0.35,[-0.4],1,0.43999999999999995,-0.4,-0.4,[-0.4],1,0.06999999999999999,-0.35,-0.35
850,1553.0,[-0.55],1,0.35,-0.55,-0.55,[-0.55],1,0.27999999999999997,-0.5,-0.5,[-0.35],0,0.06999999999999999,-0.35,-0.35,[-0.4],1,0.51,-0.45,-0.45,[-0.35],1,0.06999999999999999,-0.35,-0.35
851,1549.0,[-0.55],1,0.6499999999999999,-0.4,-0.4,[-0.5],1,0.6499999999999999,-0.4,-0.4,[-0.35],0,0.06999999999999999,-0.19999999999999998,-0.19999999999999998,[-0.45],1,0.58,-0.35,-0.35,[-0.35],1,0.43999999999999995,-0.25,-0.25
852,1547.0,[-0.4],1,0.35,-0.30000000000000004,-0.30000000000000004,[-0.4],1,0.72,-0.35,-0.35,[-0.2],0,0.06999999999999999,-0.1,-0.1,[-0.35],1,0.27999999999999997,-0.25,-0.25,[-0.25],1,0.51,-0.2,-0.2
853,1545.0,[-0.3],1,0.35,-0.25,-0.25,[-0.35],1,0.72,-0.30000000000000004,-0.30000000000000004,[-0.1],0,0.06999999999999999,-0.05000000000000002,-0.05000000000000002,[-0.25],1,0.6499999999999999,-0.25,-0.25,[-0.2],1,0.21,-0.15000000000000002,-0.15000000000000002
854,1543.0,[-0.25],1,0.6499999999999999,-0.25,-0.25,[-0.3],1,0.72,-0.30000000000000004,-0.30000000000000004,[-0.05],0,0.06999999999999999,-0.05000000000000002,-0.05000000000000002,[-0.25],1,0.35,-0.25,-0.25,[-0.15],1,0.21,-0.15000000000000002,-0.15000000000000002
855,1540.0,[-0.25],1,0.27999999999999997,-0.15000000000000002,-0.15000000000000002,[-0.3],1,0.72,-0.25,-0.25,[-0.05],0,0.06999999999999999,0.0,0.0,[-0.25],1,0.72,-0.25,-0.25,[-0.15],1,0.58,-0.15000000000000002,-0.15000000000000002
856,1538.0,[-0.15],0,0.21,-0.10000000000000003,-0.10000000000000003,[-0.25],0,0.35,-0.20000000000000007,-0.20000000000000007,[0.],0,0.06999999999999999,-2.7755575615628914e-17,-2.7755575615628914e-17,[-0.25],1,0.7899999999999999,-0.30000000000000004,-0.30000000000000004,[-0.15],1,0.6499999999999999,-0.20000000000000007,-0.20000000000000007
857,1536.0,[-0.1],0,0.13999999999999999,0.0,0.0,[-0.2],0,0.35,-0.14999999999999997,-0.14999999999999997,[0.],0,0.06999999999999999,0.05000000000000002,0.05000000000000002,[-0.3],1,0.8599999999999999,-0.3,-0.3,[-0.2],1,0.72,-0.19999999999999996,-0.19999999999999996
858,1536.0,[-1.38777878e-17],0,0.13999999999999999,-0.10000000000000003,-0.10000000000000003,[-0.15],0,0.35,-0.25,-0.25,[0.05],0,0.06999999999999999,-0.05000000000000002,-0.05000000000000002,[-0.3],1,0.48999999999999994,-0.35,-0.35,[-0.2],1,0.35,-0.25,-0.25
859,1534.0,[-0.1],0,0.13999999999999999,-0.10000000000000003,-0.10000000000000003,[-0.25],0,0.35,-0.25000000000000006,-0.25000000000000006,[-0.05],0,0.0,-2.7755575615628914e-17,-2.7755575615628914e-17,[-0.35],1,0.7899999999999999,-0.35000000000000003,-0.35000000000000003,[-0.25],1,0.72,-0.30000000000000004,-0.30000000000000004
860,1534.0,[-0.1],0,0.13999999999999999,-0.15000000000000002,-0.15000000000000002,[-0.25],0,0.35,-0.30000000000000004,-0.30000000000000004,[1.38777878e-17],0,0.0,-0.05000000000000002,-0.05000000000000002,[-0.35],1,0.42,-0.35000000000000003,-0.35000000000000003,[-0.3],1,0.42,-0.35000000000000003,-0.35000000000000003
861,1532.0,[-0.15],0,0.06999999999999999,-0.2,-0.2,[-0.3],0,0.27999999999999997,-0.35000000000000003,-0.35000000000000003,[-0.05],0,0.0,-0.15000000000000002,-0.15000000000000002,[-0.35],1,0.72,-0.45,-0.45,[-0.35],1,0.72,-0.45,-0.45
862,1530.0,[-0.2],0,0.06999999999999999,-0.2,-0.2,[-0.35],1,0.58,-0.35000000000000003,-0.35000000000000003,[-0.15],0,0.0,-0.15000000000000002,-0.15000000000000002,[-0.45],1,0.42,-0.45,-0.45,[-0.45],1,0.72,-0.45,-0.45
863,1530.0,[-0.2],0,0.06999999999999999,-0.3,-0.3,[-0.35],0,0.21,-0.4,-0.4,[-0.15],0,0.0,-0.25000000000000006,-0.25000000000000006,[-0.45],0,0.35,-0.5,-0.5,[-0.45],1,0.42,-0.55,-0.55
864,1528.0,[-0.3],1,0.37,-0.30000000000000004,-0.30000000000000004,[-0.4],0,0.13999999999999999,-0.35000000000000003,-0.35000000000000003,[-0.25],0,0.0,-0.25,-0.25,[-0.5],0,0.35,-0.5,-0.5,[-0.55],1,0.7899999999999999,-0.6,-0.6
865,1527.0,[-0.3],1,0.06999999999999999,-0.4,-0.4,[-0.35],0,0.06999999999999999,-0.4,-0.4,[-0.25],0,0.0,-0.35000000000000003,-0.35000000000000003,[-0.5],0,0.27999999999999997,-0.55,-0.55,[-0.6],1,0.7899999999999999,-0.7,-0.7
866,1527.0,[-0.4],1,0.06999999999999999,-0.5,-0.5,[-0.4],0,0.06999999999999999,-0.5,-0.5,[-0.35],0,0.0,-0.45,-0.45,[-0.55],0,0.21,-0.6000000000000001,-0.6000000000000001,[-0.7],1,0.42,-0.75,-0.75
867,1525.0,[-0.5],1,0.43999999999999995,-0.55,-0.55,[-0.5],0,0.06999999999999999,-0.5,-0.5,[-0.45],1,0.0,-0.45,-0.45,[-0.6],0,0.13999999999999999,-0.55,-0.55,[-0.75],1,0.72,-0.75,-0.75
868,1524.0,[-0.55],1,0.13999999999999999,-0.5,-0.5,[-0.5],1,0.06999999999999999,-0.45,-0.45,[-0.45],1,0.37,-0.45,-0.45,[-0.55],0,0.13999999999999999,-0.5,-0.5,[-0.75],1,0.42,-0.7000000000000001,-0.7000000000000001
869,1522.0,[-0.5],1,0.51,-0.55,-0.55,[-0.45],1,0.43999999999999995,-0.5,-0.5,[-0.45],1,0.06999999999999999,-0.45,-0.45,[-0.5],0,0.06999999999999999,-0.45,-0.45,[-0.7],0,0.35,-0.65,-0.65
870,1522.0,[-0.55],1,0.21,-0.55,-0.55,[-0.5],1,0.13999999999999999,-0.5,-0.5,[-0.45],1,0.06999999999999999,-0.45,-0.45,[-0.45],0,0.06999999999999999,-0.45,-0.45,[-0.65],0,0.35,-0.65,-0.65
871,1521.0,[-0.55],1,0.21,-0.6000000000000001,-0.6000000000000001,[-0.5],1,0.13999999999999999,-0.55,-0.55,[-0.45],1,0.43999999999999995,-0.55,-0.55,[-0.45],0,0.0,-0.45,-0.45,[-0.65],0,0.27999999999999997,-0.65,-0.65
872,1520.0,[-0.6],1,0.21,-0.65,-0.65,[-0.55],1,0.43999999999999995,-0.6,-0.6,[-0.55],1,0.13999999999999999,-0.6,-0.6,[-0.45],0,0.0,-0.5,-0.5,[-0.65],0,0.21,-0.65,-0.65
873,1518.0,[-0.65],1,0.21,-0.55,-0.55,[-0.6],1,0.51,-0.55,-0.55,[-0.6],1,0.51,-0.55,-0.55,[-0.5],0,0.0,-0.4,-0.4,[-0.65],0,0.21,-0.55,-0.55
